Date,Adj_Close,Index_Returns,Training Regime,Recursive_Predictions,Recursive_Predicted_Regime_Label,T2_Recursive_Predictions,T2_Recursive_Predicted_Regime_Label,Full_Vol_Regime,State_Prob_Regime0,State_Prob_Regime1,Predicted_Regime,Predicted_Regime_Label,Blended_Test_Training_Regime
2015-01-05 00:00:00,2020.5799560546875,-0.018278105145113743,,0.0,Low Volatility,,,1.0,0.9144973052026438,0.08550269479735599,0.0,Low Volatility,0.0
2015-01-06 00:00:00,2002.6099853515625,-0.008893471722946522,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.9070668101642839,0.09293318983571584,0.0,Low Volatility,0.0
2015-01-07 00:00:00,2025.9000244140625,0.01162984267174294,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.9000022249465186,0.09999777505348115,0.0,Low Volatility,0.0
2015-01-08 00:00:00,2062.139892578125,0.017888280629516196,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.8932855305619027,0.10671446943809704,0.0,Low Volatility,0.0
2015-01-15 00:00:00,1992.6700439453125,-0.009247875921837956,,0.0,Low Volatility,1.0,High Volatility,1.0,0.8643494823190319,0.1356505176809679,0.0,Low Volatility,0.0
2015-01-16 00:00:00,2019.4200439453125,0.013424199395820402,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.8593884836977775,0.14061151630222218,0.0,Low Volatility,0.0
2015-01-21 00:00:00,2032.1199951171875,0.004731623968765364,,0.0,Low Volatility,1.0,High Volatility,1.0,0.8501873593105624,0.1498126406894372,0.0,Low Volatility,0.0
2015-01-22 00:00:00,2063.14990234375,0.015269721916580492,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.8459237650832974,0.1540762349167023,0.0,Low Volatility,0.0
2015-01-26 00:00:00,2057.090087890625,0.002568460857030219,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.8380161110368709,0.16198388896312887,0.0,Low Volatility,0.0
2015-01-27 00:00:00,2029.550048828125,-0.013387862410411011,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.8343518818921806,0.16564811810781915,0.0,Low Volatility,0.0
2015-01-28 00:00:00,2002.1600341796875,-0.013495609366348305,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.8308680952916315,0.16913190470836814,0.0,Low Volatility,0.0
2015-02-04 00:00:00,2041.510009765625,-0.0041560462088314765,,1.0,High Volatility,1.0,High Volatility,0.0,0.8158596683231152,0.18414033167688457,0.0,Low Volatility,0.0
2015-02-05 00:00:00,2062.52001953125,0.010291406686777416,,1.0,High Volatility,1.0,High Volatility,0.0,0.8132865185663459,0.1867134814336538,0.0,Low Volatility,0.0
2015-02-06 00:00:00,2055.469970703125,-0.0034181723141418763,,1.0,High Volatility,1.0,High Volatility,0.0,0.8108400818698778,0.18915991813012198,0.0,Low Volatility,0.0
2015-02-09 00:00:00,2046.739990234375,-0.004247194360987749,,1.0,High Volatility,1.0,High Volatility,0.0,0.8085141183327454,0.1914858816672543,0.0,Low Volatility,0.0
2015-06-30 00:00:00,2063.110107421875,0.0026584898861461426,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7639254379947931,0.23607456200520655,0.0,Low Volatility,0.0
2015-08-19 00:00:00,2079.610107421875,-0.008254876246131082,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636613525182011,0.2363386474817985,0.0,Low Volatility,0.0
2015-08-20 00:00:00,2035.72998046875,-0.021100170073477753,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636586743481716,0.23634132565182805,0.0,Low Volatility,0.0
2015-09-18 00:00:00,1958.030029296875,-0.016164165744279924,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636258005985087,0.23637419940149057,0.0,Low Volatility,0.0
2015-09-25 00:00:00,1931.3399658203125,-0.00046579328582951884,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636215981715665,0.23637840182843248,0.0,Low Volatility,0.0
2015-09-28 00:00:00,1881.77001953125,-0.02566609046896018,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636208776780806,0.23637912232191832,0.0,Low Volatility,0.0
2015-10-06 00:00:00,1979.9200439453125,-0.0035882361830883447,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636172415737625,0.2363827584262363,0.0,Low Volatility,0.0
2015-10-07 00:00:00,1995.8299560546875,0.008035633639867479,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636167356180581,0.23638326438194063,0.0,Low Volatility,0.0
2015-10-08 00:00:00,2013.4300537109375,0.008818435459823082,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636162545778082,0.23638374542219048,0.0,Low Volatility,0.0
2015-10-09 00:00:00,2014.8900146484375,0.000725111326717931,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636157972260678,0.23638420277393096,0.0,Low Volatility,0.0
2015-11-19 00:00:00,2081.239990234375,-0.00112310916925773,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636090087380961,0.23639099126190216,0.0,Low Volatility,0.0
2015-12-01 00:00:00,2102.6298828125,0.01068057336863748,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636084008336254,0.23639159916637326,0.0,Low Volatility,0.0
2015-12-02 00:00:00,2079.510009765625,-0.010995693172566212,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636083302343301,0.23639166976566856,0.0,Low Volatility,0.0
2015-12-03 00:00:00,2049.6201171875,-0.014373526666262015,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636082631116504,0.2363917368883482,0.0,Low Volatility,0.0
2015-12-04 00:00:00,2091.68994140625,0.0205256690573854,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636081992943828,0.2363918007056158,0.0,Low Volatility,0.0
2015-12-11 00:00:00,2012.3699951171875,-0.019422767297482935,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636079243645695,0.23639207563542927,0.0,Low Volatility,0.0
2015-12-29 00:00:00,2078.360107421875,0.010629762908764828,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636075164097016,0.236392483590297,0.0,Low Volatility,0.0
2015-12-30 00:00:00,2063.360107421875,-0.007217228595965963,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636074893632783,0.2363925106367203,0.0,Low Volatility,0.0
2015-12-31 00:00:00,2043.93994140625,-0.00941191309542666,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636074636487382,0.23639253635126034,0.0,Low Volatility,0.0
2016-01-04 00:00:00,2012.6600341796875,-0.015303731089594375,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636074392004937,0.23639256079950485,0.0,Low Volatility,0.0
2016-03-02 00:00:00,1986.449951171875,0.004094308735004493,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636070298011998,0.236392970198799,0.0,Low Volatility,0.0
2016-03-03 00:00:00,1993.4000244140625,0.0034987406745825567,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636070267174908,0.23639297328250802,0.0,Low Volatility,0.0
2016-03-04 00:00:00,1999.989990234375,0.0033058923144386743,,1.0,High Volatility,1.0,High Volatility,0.0,0.763607023785637,0.2363929762143618,0.0,Low Volatility,0.0
2016-03-07 00:00:00,2001.760009765625,0.0008850141950174084,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636070209981604,0.2363929790018384,0.0,Low Volatility,0.0
2016-06-23 00:00:00,2113.320068359375,0.01336407865930278,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069683398301,0.23639303166016798,0.0,Low Volatility,0.0
2016-06-24 00:00:00,2037.4100341796875,-0.035919799994431734,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069682827455,0.23639303171725246,0.0,Low Volatility,0.0
2016-07-01 00:00:00,2102.949951171875,0.00194860235588723,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069680368212,0.23639303196317693,0.0,Low Volatility,0.0
2016-07-05 00:00:00,2088.550048828125,-0.006847477437932237,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069679946582,0.23639303200533993,0.0,Low Volatility,0.0
2016-07-06 00:00:00,2099.72998046875,0.005352963242081676,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069679545715,0.23639303204542667,0.0,Low Volatility,0.0
2016-07-07 00:00:00,2097.89990234375,-0.0008715778419239317,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069679164589,0.23639303208353935,0.0,Low Volatility,0.0
2016-07-11 00:00:00,2137.159912109375,0.003408615474199461,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069678457716,0.2363930321542266,0.0,Low Volatility,0.0
2016-09-09 00:00:00,2127.81005859375,-0.02452206896667508,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069672564583,0.2363930327435396,0.0,Low Volatility,0.0
2016-09-14 00:00:00,2125.77001953125,-0.0005876766502063147,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069672457972,0.2363930327542006,0.0,Low Volatility,0.0
2016-09-15 00:00:00,2147.260009765625,0.010109273363029914,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069672425877,0.23639303275741014,0.0,Low Volatility,0.0
2016-09-16 00:00:00,2139.159912109375,-0.0037722947474507773,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069672395361,0.23639303276046164,0.0,Low Volatility,0.0
2016-09-19 00:00:00,2139.1201171875,-1.8603060785604697e-05,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069672366348,0.23639303276336288,0.0,Low Volatility,0.0
2016-11-08 00:00:00,2139.56005859375,0.0037719744542996647,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671897151,0.23639303281028237,0.0,Low Volatility,0.0
2018-02-01 00:00:00,2821.97998046875,-0.0006480882520516484,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-02-02 00:00:00,2762.1298828125,-0.02120854792396809,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-02-22 00:00:00,2703.9599609375,0.0009735510790762625,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-02-23 00:00:00,2747.300048828125,0.01602837635051313,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-03-06 00:00:00,2728.1201171875,0.002638858606169414,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-03-07 00:00:00,2726.800048828125,-0.00048387472056610203,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-03-12 00:00:00,2783.02001953125,-0.001273985129042532,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-03-19 00:00:00,2712.919921875,-0.014204195388793028,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-03-20 00:00:00,2716.93994140625,0.0014818054520648882,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-03-21 00:00:00,2711.929931640625,-0.0018439898833508828,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-03-22 00:00:00,2643.68994140625,-0.025162888405856454,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-04-11 00:00:00,2642.18994140625,-0.005525364482924067,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-04-12 00:00:00,2663.989990234375,0.008250750063987677,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-04-13 00:00:00,2656.300048828125,-0.0028866254882486952,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-04-16 00:00:00,2677.840087890625,0.008109038386684864,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-04-17 00:00:00,2706.389892578125,0.010661504701720004,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-04-18 00:00:00,2708.639892578125,0.0008313658006817715,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-10-10 00:00:00,2785.679931640625,-0.0328642290012785,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2018-12-14 00:00:00,2599.949951171875,-0.019086709555430348,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-01-03 00:00:00,2447.889892578125,-0.02475673039503723,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-01-08 00:00:00,2574.409912109375,0.009695285023358924,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-01-09 00:00:00,2584.9599609375,0.004098045450532162,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-01-10 00:00:00,2596.639892578125,0.004518418782931244,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-01-11 00:00:00,2596.260009765625,-0.00014629784190933748,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-03-25 00:00:00,2798.360107421875,-0.000839020658475631,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-05-13 00:00:00,2811.8701171875,-0.02413055719884427,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-05-14 00:00:00,2834.409912109375,0.008015944543135589,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-05-15 00:00:00,2850.9599609375,0.00583897507464215,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-05-16 00:00:00,2876.320068359375,0.008895287120600504,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-05-17 00:00:00,2859.530029296875,-0.005837333350761975,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-05-20 00:00:00,2840.22998046875,-0.0067493779153879885,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-06-05 00:00:00,2826.14990234375,0.008161854781411959,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-06-06 00:00:00,2843.489990234375,0.006135586748687638,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-06-07 00:00:00,2873.340087890625,0.01049769746289475,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-06-10 00:00:00,2886.72998046875,0.0046600444669098184,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-08-01 00:00:00,2953.56005859375,-0.00899879386967306,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-08-02 00:00:00,2932.050048828125,-0.007282739927037873,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-08-05 00:00:00,2844.739990234375,-0.0297778200029859,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-08-27 00:00:00,2869.159912109375,-0.003203180635808267,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-08-28 00:00:00,2887.93994140625,0.006545480165679685,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-08-29 00:00:00,2924.580078125,0.012687291793508804,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-08-30 00:00:00,2926.4599609375,0.0006427872591217021,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-09-03 00:00:00,2906.27001953125,-0.00689910050906084,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-09-05 00:00:00,2976.0,0.013009813642266721,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-09-06 00:00:00,2978.7099609375,0.0009106051537297599,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-10-03 00:00:00,2910.6298828125,0.00797191259701524,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-10-07 00:00:00,2938.7900390625,-0.004478294673592398,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-10-08 00:00:00,2893.06005859375,-0.015560819201407838,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-10-09 00:00:00,2919.39990234375,0.0091044925499415,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-10-10 00:00:00,2938.1298828125,0.006415695380997066,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-10-11 00:00:00,2970.27001953125,0.010938977513132997,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2019-10-14 00:00:00,2966.14990234375,-0.0013871187334510982,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-02-03 00:00:00,3248.919921875,0.007254613892351713,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-02-05 00:00:00,3334.68994140625,0.01125059589785371,,1.0,High Volatility,0.0,Low Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-02-06 00:00:00,3345.780029296875,0.003325672876785646,,1.0,High Volatility,1.0,High Volatility,0.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-02-21 00:00:00,3337.75,-0.01051810302712286,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-02-24 00:00:00,3225.889892578125,-0.03351362667122315,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-06-02 00:00:00,3080.820068359375,0.008210832780053412,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-06-03 00:00:00,3122.8701171875,0.013648979133831007,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-06-04 00:00:00,3112.35009765625,-0.0033687022311144066,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-06-05 00:00:00,3193.929931640625,0.026211650818398713,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-06-23 00:00:00,3131.2900390625,0.004307419569164139,,0.0,Low Volatility,1.0,High Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
2020-06-24 00:00:00,3050.330078125,-0.025855145939064572,,0.0,Low Volatility,0.0,Low Volatility,1.0,0.7636069671806214,0.23639303281937685,0.0,Low Volatility,0.0
